	ASCL1	ATOH1	NEUROD1
ZN211.H14CORE.0.P.B	-3.969734371072367	6.183037327728809	0.11233968483408614
ZN214.H14CORE.0.P.B	-2.4732126362109965	1.9010740408564755	2.3525328920558697
ZN215.H14CORE.0.PSG.A	2.466870277806751	-3.3768728704780324	-0.4172841444436408
ZN233.H14CORE.0.PG.A	1.877974325831243	-1.361686455589154	-0.7435786890747417
ZN239.H14CORE.0.P.C	-1.9560611044759686	4.156125525558329	-1.4825292997343826
ZN248.H14CORE.0.P.B	2.980304673696339	-5.197382416705831	0.6139612549155287
ZN250.H14CORE.0.P.C	1.020462204821032	-1.3972390647510546	-0.281754147407057
ZN250.H14CORE.1.M.C	-1.8817477754396585	3.24948738808471	-0.33998773753021505
ZN251.H14CORE.0.PSGI.A	-0.5644925444700657	3.2581446364134483	-2.8017253070056407
ZN263.H14CORE.0.PM.A	3.0729162342119904	-4.618307172856745	-0.5872502259339771
ZN266.H14CORE.0.P.B	0.932920207544024	-0.7447801082187611	-0.47719917032182957
ZN274.H14CORE.0.SM.B	0.15300443725104468	2.8668443373388275	-3.8186554495817653
ZN292.H14CORE.0.PSG.A	1.6927717546378258	-3.190127659225117	0.5222085825041783
ZN302.H14CORE.0.P.B	-0.6227116076170653	-2.432334682738868	4.005043834235174
ZN304.H14CORE.0.P.C	4.774481739268522	-3.5945429824836865	-4.715203545105809
ZN316.H14CORE.0.P.C	0.5705281627723633	0.05236990885860827	-0.6347506128734567
ZN317.H14CORE.1.P.B	-0.5768600388680416	1.4397225145379224	-0.6777875920359329
ZN329.H14CORE.0.P.C	1.525966773162592	-0.2060887759848161	-2.0407608501135925
ZN329.H14CORE.1.P.C	-1.4445682528860386	1.228703970149841	0.47987239434409246
ZN333.H14CORE.0.P.C	-2.8449677443835375	2.202840441505987	2.766170414408823
ZN335.H14CORE.0.PSG.A	-1.4352116446789807	2.749339373970899	-0.6803364674258174
ZN33B.H14CORE.0.P.C	-0.7971813405082039	0.6925358727280441	0.20500975664463464
ZN341.H14CORE.0.P.B	0.07698366000342122	0.29689625513118123	-0.44244394917742047
ZN347.H14CORE.0.PSGI.A	-3.034232583720665	2.057979881795473	2.865680616849153
ZN358.H14CORE.0.SG.A	4.068131399021604	-4.171833781536738	-2.6711393569702087
ZN362.H14CORE.0.PSGI.A	-5.9140058674	5.0013287124322705	4.762305917669379
ZN382.H14CORE.0.P.B	1.2673071661452144	-0.8294052113865144	-1.0716825605999534
ZN394.H14CORE.0.P.C	-1.8683705982761625	1.9418618893899224	0.5857586738898751
ZN425.H14CORE.0.P.C	1.7327964179536022	-6.733187305855657	4.807679289243456
